manufacturer,model,predecessor,successor,evidence_title,evidence_url,checked_at
三菱電機,MOC-1A-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1AI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1N-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1NI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1B-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1BI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1AB-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-1ABI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2T-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2I-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2TI-D,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2B-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2IB-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2T-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2I-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-2TI-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOG-2-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOG-2I-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-E1V-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-E1V-RD,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-E1T-R,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOC-E1T-RD,,MOC-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MDG-1V-R,,MDG-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MDG-E1V-R,,MDG-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MDG-E1V-RD,,MDG-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MDG-E2V-R,,MDG-A4,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MDG-E2V-RD,,MDG-A4,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-1V-P,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-1V-F,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-1V-R,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-1C-R,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-1VB-F,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-E1V-F,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-E1VB-F,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-E1V-R,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-E1T-R,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MGR-E1V-RD,,MGR-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MUV-E1V-R,,MUV-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MUV-E11V-R,,MUV-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MUV-E1V-RD,,MUV-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOV-E1V-R,,MOV-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MOV-E1V-RD,,MOV-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MVG-E1V-R,,MVG-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MVG-E1V-RD,,MVG-A3,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MVG-E2V-R,,MVG-A4,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,MVG-E2V-RD,,MVG-A4,三菱電機FA 生産中止機種マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.do?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
三菱電機,CW-12B-D,,CGP1-A41/A42D1,三菱電機FA 生産中止機種[C**形]マニュアル検索,https://www.mitsubishielectric.co.jp/fa/download/search.page?category1=%E7%94%9F%E7%94%A3%E4%B8%AD%E6%AD%A2%E6%A9%9F%E7%A8%AE&category2=%5BC%2A%2A%E5%BD%A2%5D&filter_discontinued=1&kisyu=%2Fpror&lang=1&mode=manual,2026-08-09
光商工,LDG-13DP,,LDG-83P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_503,2026-08-09
光商工,LDG-13DP2,,LDG-83P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_503,2026-08-09
光商工,LDG-11DP,,LDG-81P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_505,2026-08-09
光商工,LDG-11DP2,,LDG-81P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_505,2026-08-09
光商工,LVG-2P,,LVG-8P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_510,2026-08-09
光商工,LVG-2P2,,LVG-8P,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list01/item_510,2026-08-09
光商工,LEG-21,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_515,2026-08-09
光商工,LEG-31,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_515,2026-08-09
光商工,LEG-41,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_515,2026-08-09
光商工,LEG-141,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_515,2026-08-09
光商工,LEG-171,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_516,2026-08-09
光商工,LEG-171A,,LEG-191,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_516,2026-08-09
光商工,LEG-102A,,LEG-108 / LEG-109,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_522,2026-08-09
光商工,LEG-102B,,LEG-108 / LEG-109,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_522,2026-08-09
光商工,LEG-102C,,LEG-108 / LEG-109,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_522,2026-08-09
光商工,LEG-61,,LEG-108 / LEG-109,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_523,2026-08-09
光商工,LEG-161,,LEG-108 / LEG-109,光商工 公式製品・新旧比較ページ,https://www.hikari-gr.co.jp/products/search/product01/list03/item_524,2026-08-09
オムロン,K2FA-D□□-D2,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
オムロン,K2FA-D□□-F4,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
オムロン,K2FA-D□□-R2,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
オムロン,K2FA-S□□-D2,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
オムロン,K2FA-S□□-F4,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
オムロン,K2FA-S□□-R2,,K2FW,オムロン 生産終了/代替品 K2FA,https://www.fa.omron.co.jp/product/closed/search?keyword=K2F,2026-08-09
