maker,model,title,functions,life,successor,productUrl
戸上電機製作所,LTR-RS-DOTBQ12,SOG制御装置（方向性）,"SOG,DGR",current,,https://www.togami-elec.co.jp/product/sog_seigyo/product_202.php
エナジーサポート,GCL-R2-J,無方向性SOG制御装置,"SOG,GR",current,,https://www.energys.co.jp/equipment/sog/non-directional/
エナジーサポート,GCL-R2-JV,無方向性SOG制御装置,"SOG,GR",current,,https://www.energys.co.jp/equipment/sog/non-directional/
エナジーサポート,GCL-R2-S,無方向性SOG制御装置,"SOG,GR",current,,https://www.energys.co.jp/equipment/sog/non-directional/
エナジーサポート,GCL-R2-SV,無方向性SOG制御装置,"SOG,GR",current,,https://www.energys.co.jp/equipment/sog/non-directional/
エナジーサポート,GCL-R2-M,無方向性SOG制御装置,"SOG,GR",current,,https://www.energys.co.jp/equipment/sog/non-directional/
エナジーサポート,DGCL-R3-J,方向性SOG制御装置,"SOG,DGR",current,,https://www.energys.co.jp/equipment/sog/directional/
エナジーサポート,DGCL-R3-JV,方向性SOG制御装置,"SOG,DGR",current,,https://www.energys.co.jp/equipment/sog/directional/
エナジーサポート,DGCL-R3-S,方向性SOG制御装置,"SOG,DGR",current,,https://www.energys.co.jp/equipment/sog/directional/
エナジーサポート,DGCL-R3-SV,方向性SOG制御装置,"SOG,DGR",current,,https://www.energys.co.jp/equipment/sog/directional/
エナジーサポート,DGCL-R3-M,方向性SOG制御装置,"SOG,DGR",current,,https://www.energys.co.jp/equipment/sog/directional/
日本高圧電気,RAS-5,無方向性SOG制御装置,"SOG,GR",current,,https://www.nkeco.co.jp/work/high-pressure-switch02/
日本高圧電気,RDG-5,方向性SOG制御装置,"SOG,DGR",current,,https://www.nkeco.co.jp/work/high-pressure-switch02/
大垣電機,OR-SOG,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,OR-SOG2,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,OR-SOG3,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,OR-SOG5,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,OR-SOG51,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,OR-SOG6,無方向性SOG制御器,"SOG,GR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,LDG-28,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S1A,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-F4,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-TF1,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-TB1,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S2A,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S3,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S31,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S5,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
大垣電機,ODG-S6,方向性SOG制御器,"SOG,DGR",listed,,https://www.ogakidenki.co.jp/pdf/
三英社製作所,RM646,方向性SOG制御装置,"SOG,DGR",current,,https://san-eisha.co.jp/products/sb010-rm647/
三英社製作所,RM647,方向性SOG制御装置,"SOG,DGR",current,,https://san-eisha.co.jp/products/sb010-rm647/
三英社製作所,RM647L7,方向性SOG制御装置,"SOG,DGR",current,,https://san-eisha.co.jp/products/sb010-rm647/
三英社製作所,RM647L4,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
三英社製作所,RM641,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
三英社製作所,RM634,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
三英社製作所,RM619,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
三英社製作所,RG488,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
三英社製作所,RG491,方向性SOG制御装置,"SOG,DGR",legacy,,https://san-eisha.co.jp/products/
正興電機製作所,GD-B,高速動作表面形漏電リレー,ELR,current,,https://www.seiko-denki.co.jp/product/component/roudenrelay/
正興電機製作所,GD-C,多機能表面形漏電リレー,ELR,current,,https://www.seiko-denki.co.jp/product/component/roudenrelay/
正興電機製作所,GD-D,多機能埋込形漏電リレー,ELR,current,,https://www.seiko-denki.co.jp/product/component/roudenrelay/
正興電機製作所,GD-E,集合形漏電リレー,GROUP-LEAK,current,,https://www.seiko-denki.co.jp/product/component/roudenrelay/
正興電機製作所,GD-W,2段警報式漏電リレー,ELR,current,,https://www.seiko-denki.co.jp/product/component/roudenrelay/
テンパール工業,SG-AL5,漏電リレー,ELR,current,,https://www.tempearl.co.jp/products/item/?cate=7&no=68
テンパール工業,SG-AL4K,漏電リレー,ELR,current,,https://www.tempearl.co.jp/products/item/?cate=7&no=69
テンパール工業,SG-B5,漏電リレー,ELR,current,,https://www.tempearl.co.jp/products/item/?cate=7&no=35
テンパール工業,SG-B2,漏電リレー,ELR,current,,https://www.tempearl.co.jp/products/item/?cate=7&no=33
テンパール工業,SG-B1,漏電リレー,ELR,current,,https://www.tempearl.co.jp/products/item/?cate=7&no=31
テンパール工業,DS-IT,直流電路地絡検出装置,DC-ELR,current,,https://www.tempearl.co.jp/download/
テンパール工業,DS-IU,直流電路地絡検出装置,DC-ELR,current,,https://www.tempearl.co.jp/download/
テンパール工業,DS-ST,直流電路地絡検出装置,DC-ELR,current,,https://www.tempearl.co.jp/download/
寺崎電気産業,TZS-15HD,高感度高速形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-15MD,中感度時延形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-24HD,高感度高速形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-24MD,中感度時延形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-40HD,高感度高速形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-40MD,中感度時延形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-68HD,高感度高速形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-68MD,中感度時延形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-100HD,高感度高速形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,TZS-100MD,中感度時延形漏電リレー,ELR,current,,https://www.terasaki.co.jp/business/breaker/relay/
寺崎電気産業,PRS-1H,マルチ保護リレー,"複合・各種,発電機保護",current,,https://www.terasaki.co.jp/business/breaker/prs-1h.html
寺崎電気産業,PRS-1S,モータ保護リレー,モータ保護,current,,https://www.terasaki.co.jp/business/breaker/prs_1s.html
トーエネック,DGR-LTH,低圧電路用地絡方向継電器 高感度形,DGR,current,,https://www.toenec.co.jp/guide/const_equipment/keidenki/index.html
トーエネック,DGR-LTM,低圧電路用地絡方向継電器 中感度形,DGR,current,,https://www.toenec.co.jp/guide/const_equipment/keidenki/index.html
不二電機工業,FVS-SSA-100/220,ボルテージリレー,"OVR,UVR",current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SSB-100/220,ボルテージリレー,"OVR,UVR",current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SSC-100/220,ボルテージリレー,"OVR,UVR",current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SU-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SO-100/220-A,ボルテージリレー,OVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SUB-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-SOB-100/220-A,ボルテージリレー,OVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-HDF-100/220-A,ボルテージリレー,"OVR,UVR",current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-HUF-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-HWF-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-HWE-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-D-100/220-A,ボルテージリレー,"OVR,UVR",current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,FVS-U-100/220-A,ボルテージリレー,UVR,current,,https://edi.fujidk.co.jp/product.php?id=98
不二電機工業,PTS,三相4線用ボルテージリレー PTS形,UVR,series,,https://www.fujidk.co.jp/support/catalog/
ミドリ安全,IGR-500-A1,直接接地回路用低圧絶縁監視装置,INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-500-B1,直接接地回路用低圧絶縁監視装置,INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-500-A4,集合形低圧絶縁監視装置,GROUP-INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-500-A8,集合形低圧絶縁監視装置,GROUP-INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-500-B4,集合形低圧絶縁監視装置,GROUP-INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-500-B8,集合形低圧絶縁監視装置,GROUP-INS,current,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-400-A1,低圧絶縁監視装置,INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-400-A4,集合形低圧絶縁監視装置,GROUP-INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-400-A8,集合形低圧絶縁監視装置,GROUP-INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-400-B4,集合形低圧絶縁監視装置,GROUP-INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-400-B8,集合形低圧絶縁監視装置,GROUP-INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-10,低圧絶縁監視装置,INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,HIGR-400,非接地回路用低圧絶縁監視装置,INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,HIGR-300A-s,非接地回路用低圧絶縁監視装置,INS,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,EL-800IGR/M,絶縁監視探査器,INS-SURVEY,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,IGR-508P,絶縁監視探査器,INS-SURVEY,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,PT-HIGR-400,絶縁監視探査器,INS-SURVEY,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
ミドリ安全,TB-55,絶縁監視試験抵抗器,INS-TEST,listed,,https://forms.midori-anzen.co.jp/contact/em-dl
日立アイイーシステム,IMS,高圧受変電設備用 絶縁監視装置,GROUP-INS,current,,https://www.hitachi-ie.jp/products/infra/ims/index.html
日立アイイーシステム,IMS-Lite,高圧受変電設備用 絶縁監視装置（回線数限定）,GROUP-INS,current,,https://www.hitachi-ie.jp/products/infra/ims/index.html
